RECORD_ID,MSISDN,IMSI,IMEI,PRIVATE_IP,PUBLIC_IP,DEST_IP,DEST_PORT,APP_TYPE,START_TIME,END_TIME,DATA_UP,DATA_DOWN,CELL_ID,B_PARTY_MSISDN,SESSION_DURATION,LAT,LON
REC_000234,918389720476,40594787670061,404677690428214,192.168.213.161,155.219.181.193,78.107.51.107,993,IMAPS,2025-08-06 10:36:00.963175,2025-08-06 10:43:19.963175,28631,39724,CELL_0051,,439,28.980795181694525,76.78992327340036
REC_000235,918288764667,40572885930089,294599561381914,192.168.117.157,31.106.157.162,112.180.104.222,1935,Facebook,2025-08-01 05:15:00.963175,2025-08-01 05:18:05.963175,23553,82126,CELL_0036,,185,28.298664991221543,77.33351828742174
REC_000236,918838803826,40537978383115,871187713020503,192.168.45.206,47.164.149.77,151.237.207.143,5223,WhatsApp,2025-08-26 04:37:00.963175,2025-08-26 05:23:10.963175,40036,116008,CELL_0058,917478483262,2770,28.90527123826146,76.96981021101129
REC_000237,918730941466,40511580390180,678514119143197,192.168.247.165,187.136.63.40,136.103.105.50,5223,WhatsApp,2025-08-09 22:37:00.963175,2025-08-09 23:22:39.963175,33269,21652,CELL_0083,,2739,28.473136889457876,77.5644296609369
REC_000238,918030682561,40555913610859,877970397322525,192.168.134.38,123.171.159.169,206.206.255.205,5223,WhatsApp,2025-08-16 21:58:00.963175,2025-08-16 22:48:52.963175,22183,19863,CELL_0048,,3052,28.58089040388271,76.73799545283673
REC_000239,917280305443,40563694551470,980456108937517,192.168.134.38,39.231.163.88,23.62.177.130,80,HTTP,2025-08-22 02:45:00.963175,2025-08-22 03:32:55.963175,33030,84622,CELL_0029,919599996959,2875,28.31687952618985,77.46745345328631
REC_000240,919713217252,40532855311394,670357114267730,192.168.112.205,174.223.92.41,48.153.96.178,1935,Facebook,2025-08-12 11:57:00.963175,2025-08-12 12:22:02.963175,48613,46193,CELL_0087,,1502,28.252259207082755,77.00202979386563
REC_000241,918730941466,40565907296826,296875402012129,192.168.245.106,98.150.109.91,193.235.120.66,443,HTTPS/Skype,2025-08-08 14:48:00.963175,2025-08-08 15:44:22.963175,46224,80801,CELL_0094,,3382,29.03253755858466,76.91461401192696
REC_000242,918764694871,40578399683082,380954657344253,192.168.173.233,16.50.236.186,165.253.246.199,21,FTP,2025-08-26 01:11:00.963175,2025-08-26 01:57:27.963175,49342,95998,CELL_0067,919599996959,2787,28.88031347872537,76.7603191822643
REC_000243,918442313267,40532116858663,623992121414262,192.168.192.77,165.253.246.199,176.107.188.245,22,SSH,2025-08-03 05:10:00.963175,2025-08-03 06:09:05.963175,45496,66804,CELL_0063,,3545,29.015057118925935,77.24330348268988
REC_000244,919599996959,40572502449102,672580834366811,192.168.216.63,183.239.138.230,217.23.220.89,5223,WhatsApp,2025-08-18 13:30:00.963175,2025-08-18 13:53:58.963175,9609,9570,CELL_0043,,1438,28.502982266618968,77.47673795470627
REC_000245,917478483262,40581284983134,205682565271841,192.168.130.108,182.229.155.160,176.107.188.245,1935,Facebook,2025-08-10 10:09:00.963175,2025-08-10 10:12:14.963175,38959,57116,CELL_0084,917693633801,194,28.387504282094024,77.69211257694106
REC_000246,919332451458,40573753663457,961216857073611,192.168.125.69,181.221.191.133,206.206.255.205,22,SSH,2025-08-14 15:21:00.963175,2025-08-14 15:55:54.963175,47925,40375,CELL_0008,917128609640,2094,28.136571115726927,77.26698898563248
REC_000247,919329185981,40535855212182,433639278427261,192.168.234.131,7.108.227.74,61.71.244.195,1935,Facebook,2025-08-09 17:14:00.963175,2025-08-09 17:34:04.963175,27812,63558,CELL_0008,917884943392,1204,28.88377752744496,77.40029861671208
REC_000248,919311996447,40572566289029,477642570938907,192.168.167.208,14.82.60.69,71.179.70.132,22,SSH,2025-08-07 11:59:00.963175,2025-08-07 12:22:19.963175,29166,64401,CELL_0073,918730941466,1399,28.569506815358945,76.89986143778614
REC_000249,918764511339,40515325213336,334078901074514,192.168.61.214,25.130.92.246,199.211.26.132,21,FTP,2025-08-11 00:53:00.963175,2025-08-11 01:47:24.963175,19117,6015,CELL_0003,,3264,28.14213794769057,77.26950889852962
REC_000250,918288764667,40530103445682,171722705099290,192.168.38.245,114.254.155.80,46.235.68.30,22,SSH,2025-08-08 07:27:00.963175,2025-08-08 07:54:03.963175,6037,52066,CELL_0009,,1623,28.991561528628626,76.87242761199137
REC_000251,917884943392,40549511918644,650320303357733,192.168.116.49,46.215.208.82,73.251.200.247,1935,Facebook,2025-08-23 22:29:00.963175,2025-08-23 22:35:53.963175,19317,88745,CELL_0063,917418203245,413,28.226738151015326,77.29494900876176
REC_000252,919337353022,40583182429875,298441849340766,192.168.202.27,57.135.155.38,237.177.121.6,25,SMTP,2025-08-03 09:57:00.963175,2025-08-03 10:07:46.963175,17421,85759,CELL_0047,,646,28.363219047329768,77.02638380934829
REC_000253,917128609640,40536590913498,478676121771206,192.168.199.211,153.118.32.34,14.82.60.69,22,SSH,2025-08-06 18:19:00.963175,2025-08-06 19:11:01.963175,10517,73257,CELL_0014,,3121,28.677591440513275,77.65768190402217
REC_000254,917242910243,40555702577817,716289844738499,192.168.143.117,109.213.161.124,166.106.175.204,25,SMTP,2025-08-06 20:28:00.963175,2025-08-06 21:22:55.963175,8553,79602,CELL_0083,,3295,28.503454188653127,77.06518799424813
REC_000255,919454821392,40588445488516,753710551253777,192.168.132.128,196.38.214.221,220.51.110.67,1935,Facebook,2025-08-09 21:14:00.963175,2025-08-09 22:08:06.963175,4431,5910,CELL_0017,,3246,28.60326422821089,77.60182911537038
REC_000256,918875868182,40566754644087,891641806357622,192.168.245.106,254.119.236.197,238.204.197.119,1935,Facebook,2025-08-25 01:10:00.963175,2025-08-25 01:12:28.963175,23474,37315,CELL_0007,,148,28.436545458334173,77.09541133641086
REC_000257,918373757683,40585988490862,807924772208362,192.168.207.166,114.254.155.80,181.104.100.223,22,SSH,2025-07-29 19:12:00.963175,2025-07-29 19:28:45.963175,16511,54318,CELL_0061,,1005,28.289337987134367,76.89205538491551
REC_000258,917636365899,40540266145193,933622123563174,192.168.102.67,206.25.244.98,208.3.2.168,1935,Facebook,2025-08-08 16:57:00.963175,2025-08-08 17:27:54.963175,19536,21404,CELL_0018,,1854,28.525427278214735,77.37498547305523
REC_000259,918764694871,40553283362374,389685575648571,192.168.56.56,233.87.111.58,19.53.171.190,5223,WhatsApp,2025-08-13 10:48:00.963175,2025-08-13 11:41:08.963175,3808,8872,CELL_0096,,3188,28.71554650707589,76.82783595548513
REC_000260,918730941466,40521282001290,925013916260240,192.168.209.9,255.8.9.228,145.175.105.19,25,SMTP,2025-08-12 15:36:00.963175,2025-08-12 16:24:47.963175,43888,86424,CELL_0081,,2927,28.534660610137735,77.29253792757068
REC_000261,917884943392,40573855065409,454797988593494,192.168.101.112,50.3.158.219,61.71.244.195,5223,WhatsApp,2025-08-20 17:48:00.963175,2025-08-20 17:54:02.963175,37393,115804,CELL_0075,,362,28.205166431253765,76.81521180192198
REC_000262,918893922290,40559530817221,508011128717095,192.168.234.131,27.177.95.50,182.229.155.160,21,FTP,2025-08-24 01:14:00.963175,2025-08-24 01:57:02.963175,9118,142341,CELL_0076,918242883741,2582,28.547040563832617,77.27229170948385
REC_000263,918618784046,40569104189966,342005988785093,192.168.134.38,79.248.221.254,254.119.236.197,80,HTTP,2025-08-17 09:04:00.963175,2025-08-17 09:24:04.963175,1267,89962,CELL_0072,,1204,28.221273163406792,77.6734496488137
REC_000264,918563524436,40572599261671,604755313175990,192.168.114.51,16.50.236.186,128.192.99.135,443,HTTPS/Skype,2025-08-09 12:38:00.963175,2025-08-09 13:35:11.963175,7371,196712,CELL_0038,919454821392,3431,28.71400557641538,77.3153829668545
REC_000265,918838803826,40532423661039,891171467026463,192.168.225.214,235.142.16.111,157.68.193.120,443,HTTPS/Skype,2025-08-04 00:02:00.963175,2025-08-04 00:33:22.963175,15752,113658,CELL_0016,,1882,28.340420711324967,77.40092882235248
REC_000266,918288764667,40561724645496,464819151783483,192.168.39.10,105.176.226.108,210.249.163.121,993,IMAPS,2025-08-21 18:13:00.963175,2025-08-21 18:41:38.963175,27081,82181,CELL_0089,,1718,28.17888152817613,77.48457096102406
REC_000267,919746498770,40522690295858,971978233381188,192.168.207.166,39.169.32.177,96.235.31.155,80,HTTP,2025-08-22 02:54:00.963175,2025-08-22 03:29:04.963175,48187,155950,CELL_0027,,2104,28.193654875591747,76.88541103971771
REC_000268,919821036399,40522633332559,334315189134971,192.168.45.206,119.110.185.176,73.251.200.247,25,SMTP,2025-07-29 00:33:00.963175,2025-07-29 00:54:01.963175,8286,167650,CELL_0084,,1261,29.07066425506014,76.90195141102473
REC_000269,917279281688,40517053296094,943245098477078,192.168.112.205,157.60.68.167,206.25.244.98,25,SMTP,2025-08-20 09:52:00.963175,2025-08-20 09:56:51.963175,19588,111815,CELL_0093,,291,28.230945009817596,77.4636847487
REC_000270,919607827695,40551311751571,737186330183141,192.168.151.61,95.146.238.5,145.175.105.19,80,HTTP,2025-08-06 01:59:00.963175,2025-08-06 02:33:57.963175,18480,48980,CELL_0020,919332451458,2097,28.597557447699444,77.07548021858125
REC_000271,919984161007,40542267994608,525416233816065,192.168.86.237,7.108.227.74,116.116.105.226,21,FTP,2025-08-19 08:58:00.963175,2025-08-19 09:50:04.963175,48333,61099,CELL_0034,917128609640,3124,28.862830521007552,76.8553247648877
REC_000272,919332451458,40527711302867,968444939863031,192.168.101.138,153.118.32.34,95.84.175.219,25,SMTP,2025-08-03 08:38:00.963175,2025-08-03 09:02:44.963175,6605,20097,CELL_0074,,1484,29.072811353442297,77.04455886905106
REC_000273,918242883741,40599754410440,494430740668398,192.168.72.152,139.155.247.210,218.243.2.32,80,HTTP,2025-08-09 10:02:00.963175,2025-08-09 10:15:44.963175,14682,138203,CELL_0012,917884943392,824,28.597133608796437,76.79821109546502
REC_000274,919984161007,40571951647422,783689336606237,192.168.151.61,32.78.166.226,70.234.227.94,1935,Facebook,2025-08-04 19:05:00.963175,2025-08-04 19:33:25.963175,41967,179253,CELL_0093,,1705,28.833979033830445,77.18054881285218
REC_000275,918847386442,40579779240040,921288813402015,192.168.70.48,196.167.80.191,107.218.132.132,80,HTTP,2025-08-13 00:35:00.963175,2025-08-13 01:30:38.963175,23983,128370,CELL_0098,919329185981,3338,29.075040652250973,76.8817838681451
REC_000276,918563524436,40579825632365,151290088068443,192.168.87.145,151.237.207.143,214.138.208.117,5223,WhatsApp,2025-08-08 02:00:00.963175,2025-08-08 02:08:33.963175,42715,116521,CELL_0083,,513,28.374883874621812,77.05420433012164
REC_000277,917636365899,40518252320032,418649042552934,192.168.70.48,116.116.105.226,74.166.153.137,21,FTP,2025-08-22 13:55:00.963175,2025-08-22 14:32:55.963175,7091,152831,CELL_0037,919645196062,2275,28.72359213553785,76.960016132155
REC_000278,917693633801,40555707062817,650521056017917,192.168.167.208,132.231.92.171,57.135.155.38,21,FTP,2025-08-08 12:04:00.963175,2025-08-08 12:20:24.963175,35410,27026,CELL_0007,,984,28.792684725126833,76.96093608439173
REC_000279,917280305443,40536689995546,386534568162086,192.168.61.214,145.175.105.19,178.139.216.218,21,FTP,2025-08-11 19:54:00.963175,2025-08-11 20:13:00.963175,5477,39007,CELL_0098,919821036399,1140,28.19471145423598,76.8021592254675
REC_000280,918442313267,40543480430352,872871497499758,192.168.202.27,126.245.81.184,81.121.200.105,443,HTTPS/Skype,2025-08-21 06:36:00.963175,2025-08-21 06:59:08.963175,30833,159467,CELL_0036,,1388,28.351273045500093,77.70669769167264
REC_000281,918730941466,40553086989486,618752044351573,192.168.56.56,81.121.200.105,166.106.175.204,25,SMTP,2025-08-26 01:15:00.963175,2025-08-26 01:38:09.963175,33325,88750,CELL_0056,,1389,28.23656978983197,77.50501419703862
REC_000282,918847386442,40552366395793,113811254997657,192.168.78.201,112.180.104.222,82.6.24.42,1935,Facebook,2025-08-08 06:34:00.963175,2025-08-08 07:11:37.963175,39747,51110,CELL_0063,,2257,28.963101844163244,77.25541812012652
REC_000283,918764511339,40525391704630,700277737330309,192.168.34.106,181.221.191.133,179.193.37.85,993,IMAPS,2025-08-09 17:53:00.963175,2025-08-09 18:51:34.963175,6740,92715,CELL_0039,,3514,28.280049785922838,77.68605959202108
REC_000284,917418203245,40538790239843,918424064614253,192.168.158.84,172.187.16.199,185.18.49.244,5223,WhatsApp,2025-07-31 10:58:00.963175,2025-07-31 11:50:37.963175,13445,152003,CELL_0005,,3157,28.697641850654783,77.55743885402221
REC_000285,917280305443,40554999960219,602918205248409,192.168.213.161,253.234.71.194,39.106.198.155,1935,Facebook,2025-08-16 00:17:00.963175,2025-08-16 00:42:24.963175,31008,90082,CELL_0033,,1524,28.990200992090294,77.24001859219244
REC_000286,917418203245,40566417493643,645959206947170,192.168.74.134,134.62.240.249,206.206.255.205,80,HTTP,2025-08-17 10:40:00.963175,2025-08-17 11:07:55.963175,6966,185430,CELL_0005,,1675,28.273395527151976,77.4665299955044
REC_000287,919635200219,40599314211925,743395976304839,192.168.160.77,109.213.161.124,187.136.63.40,21,FTP,2025-08-24 08:57:00.963175,2025-08-24 09:14:10.963175,11801,11355,CELL_0051,,1030,28.733640270852003,76.75810675202057
REC_000288,919332451458,40591100971548,647586887733689,192.168.39.10,253.234.71.194,183.239.138.230,1935,Facebook,2025-08-13 07:12:00.963175,2025-08-13 07:16:21.963175,31522,87208,CELL_0001,919746498770,261,28.58182388600724,76.84493063350891
REC_000289,918389720476,40550950353319,985336990525256,192.168.154.63,7.108.227.74,122.80.224.21,443,HTTPS/Skype,2025-08-11 09:35:00.963175,2025-08-11 09:54:30.963175,24135,28247,CELL_0062,,1170,28.68224882776469,76.9017203039576
REC_000290,919599996959,40583814244231,218440110433460,192.168.117.157,228.165.153.240,136.103.105.50,80,HTTP,2025-08-04 04:54:00.963175,2025-08-04 05:38:25.963175,19900,165888,CELL_0051,,2665,28.699745144864995,76.80639626899884
REC_000291,918685828255,40535203499145,172685289328546,192.168.42.233,255.103.46.234,172.187.16.199,25,SMTP,2025-08-05 15:19:00.963175,2025-08-05 15:30:22.963175,4828,60242,CELL_0008,,682,28.154207532989762,76.77179437274631
REC_000292,918447425359,40579935163458,425377596647727,192.168.226.62,19.25.109.235,5.184.36.232,993,IMAPS,2025-08-03 21:23:00.963175,2025-08-03 21:53:47.963175,20862,142760,CELL_0091,919332451458,1847,28.250783138170796,77.02625279395636
REC_000293,919311996447,40585308033961,338937768205119,192.168.135.67,255.103.46.234,25.55.152.184,25,SMTP,2025-08-03 02:45:00.963175,2025-08-03 03:02:16.963175,20883,19127,CELL_0017,,1036,28.443884534136227,77.12005352442287
REC_000294,918442313267,40558834446707,738419570142587,192.168.111.132,66.127.122.122,165.253.246.199,5223,WhatsApp,2025-08-11 09:45:00.963175,2025-08-11 10:41:20.963175,27274,138252,CELL_0009,,3380,28.65165506745596,77.63753755300328
REC_000295,919638452758,40592870178622,855422681463102,192.168.21.215,68.220.231.114,16.28.27.41,5223,WhatsApp,2025-07-31 23:18:00.963175,2025-07-31 23:26:00.963175,22645,111965,CELL_0095,,480,28.28308762679698,76.93130368985412
REC_000296,917418203245,40510419126274,353773340324624,192.168.225.214,116.36.222.73,7.108.227.74,1935,Facebook,2025-08-24 13:55:00.963175,2025-08-24 14:03:22.963175,18651,37074,CELL_0062,,502,28.198752089118194,76.77312158766401
REC_000297,917636365899,40588863133515,289855516058415,192.168.2.207,113.150.160.44,95.84.175.219,1935,Facebook,2025-08-13 05:09:00.963175,2025-08-13 05:47:42.963175,47195,161305,CELL_0011,,2322,28.272773596418954,77.58300210219858
REC_000298,919454821392,40576560733337,550498012608955,192.168.78.201,68.34.1.160,211.139.127.104,22,SSH,2025-08-10 20:21:00.963175,2025-08-10 20:29:58.963175,31514,152826,CELL_0092,918875868182,538,28.145365412582503,76.98760882794187
REC_000299,918764511339,40542011907812,334775463039649,192.168.191.83,217.23.220.89,187.136.63.40,25,SMTP,2025-08-09 18:28:00.963175,2025-08-09 19:18:58.963175,13077,71602,CELL_0053,919454821392,3058,29.04812710969014,77.11453332211548
REC_000300,917636365899,40561282337175,866770697086860,192.168.80.121,114.254.155.80,220.208.243.56,993,IMAPS,2025-07-28 23:42:00.963175,2025-07-29 00:12:01.963175,40204,169222,CELL_0035,,1801,28.76198343605092,77.53070223155758
REC_000301,918447425359,40520767735056,703096289837710,192.168.5.193,160.189.158.81,11.34.93.190,25,SMTP,2025-08-03 09:50:00.963175,2025-08-03 09:57:33.963175,26713,111340,CELL_0007,,453,28.275515020535998,77.69789846196235
REC_000302,917161136344,40525069500525,500676926505639,192.168.101.138,71.179.70.132,196.167.80.191,5223,WhatsApp,2025-08-01 23:39:00.963175,2025-08-01 23:55:29.963175,46759,13658,CELL_0064,,989,28.64086423293122,76.76748792680606
REC_000303,917161136344,40562847841498,548924246313247,192.168.234.25,57.135.155.38,23.62.177.130,22,SSH,2025-08-06 21:22:00.963175,2025-08-06 21:29:44.963175,17550,23188,CELL_0007,917693633801,464,28.35692291180103,77.13367714734349
REC_000304,918685828255,40590107016136,796279946023195,192.168.42.233,85.181.210.178,75.213.29.199,443,HTTPS/Skype,2025-08-18 06:33:00.963175,2025-08-18 06:59:01.963175,37993,32134,CELL_0096,,1561,28.81791955476719,77.65512146615526
REC_000305,919599996959,40550239863253,851382373242863,192.168.160.77,45.109.190.5,217.242.31.243,80,HTTP,2025-08-02 00:04:00.963175,2025-08-02 00:50:45.963175,23693,126151,CELL_0061,,2805,28.802754749584825,77.6122724754396
REC_000306,917128609640,40530178353239,117023663703274,192.168.128.201,182.162.7.183,195.231.29.115,1935,Facebook,2025-08-23 21:26:00.963175,2025-08-23 21:26:32.963175,7168,21519,CELL_0075,,32,28.895945199308787,77.09814904093002
REC_000307,918389720476,40573040683089,379621549510998,192.168.87.145,153.243.46.98,93.210.6.42,5223,WhatsApp,2025-08-23 05:50:00.963175,2025-08-23 06:42:46.963175,3918,162227,CELL_0032,,3166,28.44577970787697,76.71948019521888
REC_000308,919161399393,40571159781342,272459962841095,192.168.213.161,77.129.71.110,153.190.240.86,80,HTTP,2025-08-07 15:27:00.963175,2025-08-07 15:32:19.963175,37538,107294,CELL_0041,,319,29.06281905929145,76.9193096002949
REC_000309,918080785702,40511129866828,451958070712805,192.168.120.228,109.226.184.235,211.139.127.104,22,SSH,2025-08-24 08:17:00.963175,2025-08-24 08:19:37.963175,48280,153780,CELL_0027,,157,28.873067121462594,77.17738141183992
REC_000310,917019052876,40532075778416,883262700406167,192.168.235.70,19.25.109.235,91.152.44.63,5223,WhatsApp,2025-08-18 09:15:00.963175,2025-08-18 09:27:04.963175,18005,100506,CELL_0077,,724,28.697417564209026,76.98652086752496
REC_000311,918764694871,40581648697886,555288639309083,192.168.255.184,116.116.105.226,16.28.27.41,22,SSH,2025-08-16 22:09:00.963175,2025-08-16 22:49:22.963175,45166,131071,CELL_0069,919635200219,2422,28.68015153058334,77.07920291259184
REC_000312,919161399393,40512169254824,407301612816299,192.168.155.125,155.219.181.193,206.206.255.205,25,SMTP,2025-08-19 02:57:00.963175,2025-08-19 03:45:54.963175,9551,108929,CELL_0002,,2934,28.96177562509246,77.6356051167978
REC_000313,918893922290,40552889847767,805510144532370,192.168.157.41,96.235.31.155,171.101.142.62,80,HTTP,2025-08-22 03:18:00.963175,2025-08-22 03:23:40.963175,22687,19966,CELL_0084,,340,28.74553373093387,77.22791069048671
REC_000314,918847386442,40575876692247,618486012938383,192.168.234.25,217.242.31.243,182.229.155.160,443,HTTPS/Skype,2025-08-15 20:54:00.963175,2025-08-15 21:40:02.963175,6961,22486,CELL_0040,,2762,28.7165687700871,77.33814394861102
REC_000315,918618784046,40529650579501,126947571479868,192.168.199.211,116.36.222.73,157.60.68.167,25,SMTP,2025-07-31 18:54:00.963175,2025-07-31 19:14:49.963175,42984,13336,CELL_0070,,1249,28.271513670207863,77.05771680462523
REC_000316,918563524436,40599026565892,299227070382617,192.168.112.205,93.210.6.42,195.231.29.115,5223,WhatsApp,2025-08-01 15:10:00.963175,2025-08-01 15:43:56.963175,38914,162818,CELL_0038,,2036,28.133667058689646,76.96883368386933
REC_000317,919129691272,40548003113032,821685046191530,192.168.167.102,91.72.197.218,136.103.105.50,5223,WhatsApp,2025-08-20 18:45:00.963175,2025-08-20 19:20:31.963175,26788,184040,CELL_0057,,2131,28.498467003206073,76.82388686522103
REC_000318,918442313267,40538275667894,571604790876166,192.168.153.142,217.242.31.243,19.25.109.235,80,HTTP,2025-08-20 13:17:00.963175,2025-08-20 13:56:00.963175,39756,193257,CELL_0069,,2340,28.385293448217674,77.31643964967736
REC_000319,918847386442,40555308128187,241899890598577,192.168.34.106,56.22.8.13,19.25.109.235,22,SSH,2025-08-23 03:57:00.963175,2025-08-23 04:34:12.963175,6572,102812,CELL_0059,,2232,29.07100109052281,77.13950672401718
REC_000320,917276152776,40522751245846,200886504704415,192.168.55.223,16.28.27.41,85.152.92.144,1935,Facebook,2025-08-02 19:45:00.963175,2025-08-02 20:44:21.963175,13311,192075,CELL_0048,,3561,28.65124471760213,77.49561793124148
REC_000321,918373757683,40511692875388,464349969717175,192.168.248.238,115.176.142.51,136.185.175.147,993,IMAPS,2025-08-11 09:31:00.963175,2025-08-11 10:21:46.963175,42104,54829,CELL_0028,,3046,28.404220769960492,77.02900748719647
REC_000322,918282636116,40577725263360,567505876511792,192.168.34.106,140.243.45.49,129.125.62.169,25,SMTP,2025-08-02 09:47:00.963175,2025-08-02 10:11:57.963175,17626,166352,CELL_0032,917636365899,1497,28.67346823447045,77.0480621798952
REC_000323,918730941466,40518433431799,596630100477740,192.168.138.238,115.176.142.51,132.231.92.171,5223,WhatsApp,2025-08-18 00:39:00.963175,2025-08-18 01:04:07.963175,15971,24836,CELL_0036,,1507,28.65271283774935,77.0134014888946
REC_000324,918030682561,40513989202571,455800144823649,192.168.80.121,66.127.122.122,185.18.49.244,443,HTTPS/Skype,2025-08-06 23:51:00.963175,2025-08-07 00:16:29.963175,27937,21201,CELL_0088,,1529,28.75246678646967,77.31642487224859
REC_000325,918764694871,40552905451292,535517537387390,192.168.90.44,206.206.255.205,114.254.155.80,5223,WhatsApp,2025-08-27 03:07:00.963175,2025-08-27 03:45:59.963175,32515,93163,CELL_0097,918080785702,2339,28.80445034373922,76.94248486198165
REC_000326,919332451458,40544843449061,878369833086643,192.168.55.223,66.104.240.188,116.36.222.73,80,HTTP,2025-08-05 13:37:00.963175,2025-08-05 14:19:04.963175,36553,84756,CELL_0067,,2524,28.25231594957762,77.4875852416705
REC_000327,919599996959,40533082035195,636358455656691,192.168.90.44,203.51.114.5,199.211.26.132,5223,WhatsApp,2025-08-07 06:29:00.963175,2025-08-07 06:46:29.963175,42680,190824,CELL_0081,,1049,28.39108752299245,77.27700934765599
REC_000328,917636365899,40555377320164,359082804214399,192.168.203.218,152.220.239.141,185.18.49.244,1935,Facebook,2025-08-15 16:10:00.963175,2025-08-15 16:35:53.963175,12245,22849,CELL_0056,,1553,28.374736748751488,77.23073534376647
REC_000329,918838803826,40519309339490,805443821067309,192.168.167.102,220.51.110.67,182.185.253.93,1935,Facebook,2025-08-05 20:10:00.963175,2025-08-05 20:21:25.963175,43993,140355,CELL_0009,,685,28.315010079902844,77.53254606797618
REC_000330,918563524436,40583530372987,714515869065070,192.168.72.152,39.106.198.155,31.106.157.162,443,HTTPS/Skype,2025-08-17 04:17:00.963175,2025-08-17 05:13:04.963175,44031,19575,CELL_0050,,3364,28.964384427373023,77.20019703065151
REC_000331,918893922290,40540325049310,540729721288250,192.168.87.145,199.211.26.132,253.234.71.194,25,SMTP,2025-07-29 18:05:00.963175,2025-07-29 18:33:43.963175,15263,139509,CELL_0023,,1723,28.627887350736533,76.72502750861757
REC_000332,919337353022,40590599148111,957875662047106,192.168.225.214,225.161.62.43,56.22.8.13,21,FTP,2025-08-11 13:12:00.963175,2025-08-11 14:07:36.963175,1516,88419,CELL_0053,,3336,28.398482260170475,77.48048218219587
REC_000333,917693633801,40543893304391,526018573673074,192.168.254.145,139.155.247.210,157.68.193.120,80,HTTP,2025-08-04 10:11:00.963175,2025-08-04 10:20:17.963175,16193,157244,CELL_0079,,557,28.417294512044943,77.66170328022821
REC_000334,918685828255,40515658442331,881379039828642,192.168.181.26,80.211.42.223,220.125.133.3,993,IMAPS,2025-08-14 11:23:00.963175,2025-08-14 12:06:09.963175,16421,189161,CELL_0032,918838803826,2589,28.732069193428718,77.18790612192392
REC_000335,917452190524,40569849972203,434067913934793,192.168.132.128,176.107.188.245,133.156.177.90,22,SSH,2025-08-08 20:55:00.963175,2025-08-08 21:44:20.963175,12384,149783,CELL_0055,918447425359,2960,28.883540933583422,77.059082829462
REC_000336,919713217252,40545730511448,488505889909259,192.168.112.205,157.60.68.167,209.238.178.109,22,SSH,2025-08-17 21:26:00.963175,2025-08-17 21:31:56.963175,22227,175979,CELL_0090,919821036399,356,28.55552556326063,77.59640149131883
REC_000337,919599996959,40582632852883,720466366888364,192.168.116.49,31.106.157.162,82.234.18.226,25,SMTP,2025-08-07 01:37:00.963175,2025-08-07 01:47:53.963175,25165,31567,CELL_0001,,653,28.45378490198168,76.88175629350164
REC_000338,917418203245,40590658674656,824188985681930,192.168.241.173,104.133.19.64,28.188.242.21,443,HTTPS/Skype,2025-08-07 07:38:00.963175,2025-08-07 07:59:13.963175,38481,52237,CELL_0035,,1273,29.102331606815284,77.55270557207982
REC_000339,919161399393,40514773668830,393173099851795,192.168.248.238,96.235.31.155,244.211.10.151,5223,WhatsApp,2025-08-27 06:42:00.963175,2025-08-27 07:26:56.963175,3874,157705,CELL_0080,,2696,28.928096297529386,77.54305116490124
REC_000340,918563524436,40569970094152,433095259488454,192.168.44.199,45.194.242.114,60.147.203.65,5223,WhatsApp,2025-07-30 21:35:00.963175,2025-07-30 22:20:44.963175,42806,11276,CELL_0066,919607827695,2744,28.817960661900706,77.37494683950513
REC_000341,918442313267,40536830631828,202434078641280,192.168.235.70,32.78.166.226,82.77.12.111,80,HTTP,2025-08-25 20:45:00.963175,2025-08-25 21:28:47.963175,9129,40192,CELL_0075,,2627,28.617700323117703,77.14683978741358
REC_000342,918242883741,40521752677181,465854441775299,192.168.132.128,153.190.240.86,155.58.49.227,21,FTP,2025-07-29 06:15:00.963175,2025-07-29 06:50:41.963175,47243,56257,CELL_0045,,2141,28.54426209663205,76.95072210324025
REC_000343,919635200219,40532103427604,120794268838330,192.168.114.51,254.181.5.187,81.121.200.105,5223,WhatsApp,2025-08-23 01:56:00.963175,2025-08-23 02:06:52.963175,32567,61886,CELL_0070,,652,28.706017071486638,77.44385708440119
REC_000344,918989242136,40558727025535,984396019761297,192.168.143.117,179.193.37.85,23.49.129.129,25,SMTP,2025-07-30 00:24:00.963175,2025-07-30 01:19:28.963175,11255,194734,CELL_0066,,3328,28.804331061909654,76.82766452271954
REC_000345,918875868182,40543065775766,922297843370949,192.168.173.233,182.229.155.160,142.170.211.9,443,HTTPS/Skype,2025-08-14 19:30:00.963175,2025-08-14 20:26:46.963175,39525,182926,CELL_0046,,3406,28.48092056965608,77.21081145987095
REC_000346,918893922290,40566374181816,795087369197164,192.168.77.224,109.213.161.124,254.119.236.197,993,IMAPS,2025-08-22 14:12:00.963175,2025-08-22 14:37:50.963175,6601,42573,CELL_0076,,1550,29.03418287165888,76.8862040512489
REC_000347,918563524436,40530344285970,329504768110092,192.168.143.117,220.51.110.67,75.164.243.44,993,IMAPS,2025-08-16 12:34:00.963175,2025-08-16 12:47:38.963175,18764,20751,CELL_0087,,818,28.947841497133343,77.0597427867396
